gender,race,college_tier,education_level,years_experience,skills_score,interview_score,test_score,hired
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
Male,Asian,Tier 3,Masters,10.3,51.9,65.2,47.5,0
,White,Tier 1,Bachelors,2.8,86.4,95.7,81.0,1
Female,Black,Tier 2,PhD,4.2,73.6,86.9,70.2,1
Male,Hispanic,Tier 3,Masters,8.8,55.4,68.7,51.0,0
,Asian,Tier 1,Bachelors,0.9,90.0,99.3,84.6,1
Female,White,Tier 2,PhD,7.6,64.0,77.3,60.6,0
Male,Black,Tier 3,Masters,11.1,49.8,63.1,45.4,0
,Hispanic,Tier 1,Bachelors,1.0,90.1,99.4,84.7,1
Female,Asian,Tier 2,PhD,6.7,66.6,79.9,63.2,0
Male,White,Tier 3,Masters,10.6,50.6,63.9,46.2,0
,Black,Tier 1,Bachelors,2.2,87.4,96.7,82.0,1
Female,Hispanic,Tier 2,PhD,4.1,73.8,87.1,70.4,1
Male,Asian,Tier 3,Masters,8.1,57.8,71.1,53.4,0
,White,Tier 1,Bachelors,0.8,90.2,99.5,84.8,1
Female,Black,Tier 2,PhD,7.0,65.7,79.0,62.3,0
Male,Hispanic,Tier 3,Masters,11.7,48.1,61.4,43.7,0
,Asian,Tier 1,Bachelors,1.3,89.2,98.5,83.8,1
Female,White,Tier 2,PhD,6.2,67.9,81.2,64.5,0
Male,Black,Tier 3,Masters,10.4,51.4,64.7,47.0,0
,Hispanic,Tier 1,Bachelors,2.7,86.7,96.0,81.3,1
Female,Asian,Tier 2,PhD,4.6,72.1,85.4,68.7,1
Male,White,Tier 3,Masters,8.4,56.8,70.1,52.4,0
,Black,Tier 1,Bachelors,0.7,90.5,99.8,85.1,1
Female,Hispanic,Tier 2,PhD,7.3,64.8,78.1,61.4,0
Male,Asian,Tier 3,Masters,11.1,49.6,62.9,45.2,0
,White,Tier 1,Bachelors,1.2,89.6,98.9,84.2,1
Female,Black,Tier 2,PhD,6.4,67.2,80.5,63.8,0
Male,Hispanic,Tier 3,Masters,10.5,50.9,64.2,46.5,0
,Asian,Tier 1,Bachelors,2.1,87.7,97.0,82.3,1
Female,White,Tier 2,PhD,4.4,72.7,86.0,69.3,1
Male,Black,Tier 3,Masters,8.2,57.4,70.7,53.0,0
,Hispanic,Tier 1,Bachelors,0.6,90.9,100.0,85.6,1
Female,Asian,Tier 2,PhD,7.0,65.5,78.8,62.1,0
Male,White,Tier 3,Masters,11.8,47.9,61.2,43.5,0
,Black,Tier 1,Bachelors,1.5,88.9,98.2,83.5,1
Female,Hispanic,Tier 2,PhD,6.6,66.8,80.1,63.4,0
